file,season,exp,RCM,region,height,snw_1972-2001,pr_1972-2001,tas_1972-2001,snowday_1972-2001,sca_1972-2001,snw_2022-2051,pr_2022-2051,tas_2022-2051,snowday_2022-2051,sca_2022-2051,snw_2070-2099,pr_2070-2099,tas_2070-2099,snowday_2070-2099,sca_2070-2099,GCM,diff_snw_2022-2051,pro_diff_snw_2022-2051,diff_pr_2022-2051,pro_diff_pr_2022-2051,diff_tas_2022-2051,diff_snowday_2022-2051,pro_diff_snowday_2022-2051,diff_sca_2022-2051,diff_snw_2070-2099,pro_diff_snw_2070-2099,diff_pr_2070-2099,pro_diff_pr_2070-2099,diff_tas_2070-2099,diff_snowday_2070-2099,pro_diff_snowday_2070-2099,diff_sca_2070-2099
ICHEC-EC-EARTH_rcp45_r12i1p1_KNMI-RACMO22E_EU_3,NA,rcp45,KNMI,EU,3,229.11967,3.5304992,267.8017,25.714733,48340943000.0,203.94897,3.7963467,268.9627,24.076149,45294590000.0,174.8372,3.7391057,269.9576,22.383799,42126700000.0,EC-EARTH_r12,-25.1707,-10.985831,0.26584744,7.530024,1.1610107,-1.6385841,-6.372161,-3046350800.0,-54.28247,-23.691755,0.20860648,5.9086967,2.1559143,-3.3309345,-12.953408,-6214242300.0
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_MPI-CSC-REMO2009_IP_5,NA,rcp26,MPI-CSC,IP,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MPI-ESM-LR_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ICHEC-EC-EARTH_rcp26_r12i1p1_SMHI-RCA4_EA_0,NA,rcp26,SMHI,EA,0,6.0778184,1.475048,273.9051,5.852081,209285220000.0,4.514549,1.6497325,274.95642,4.311165,154888540000.0,3.4725227,1.6897333,275.4584,3.4059472,121930230000.0,EC-EARTH_r12,-1.5632696,-25.720901,0.17468452,11.842633,1.0513306,-1.540916,-26.331078,-54396682000.0,-2.6052957,-42.86564,0.21468532,14.554464,1.5533142,-2.4461336,-41.79938,-87354990000.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4_IP_3,NA,rcp85,SMHI,IP,3,68.444916,6.9402785,272.76288,13.264575,5549993000.0,32.883675,6.598208,274.13763,9.413921,3947230500.0,9.436907,6.3324943,276.6526,4.7847714,2011973600.0,MPI-ESM-LR_r1,-35.56124,-51.956,-0.34207058,-4.928773,1.3747559,-3.8506536,-29.029604,-1602762500.0,-59.00801,-86.21241,-0.6077843,-8.757347,3.8897095,-8.479803,-63.928192,-3538019300.0
ICHEC-EC-EARTH_rcp26_r12i1p1_MOHC-HadREM3-GA7-05_SC_2,NA,rcp26,MOHC,SC,2,377.9214,3.3737564,262.21176,29.907282,37436805000.0,348.50882,3.4498677,263.9468,29.533665,36973720000.0,348.15765,3.4737592,263.94418,29.491882,36920160000.0,EC-EARTH_r12,-29.412567,-7.7827215,0.07611132,2.2559814,1.7350464,-0.37361717,-1.2492515,-463085570.0,-29.763733,-7.8756413,0.100002766,2.964137,1.7324219,-0.41539955,-1.3889579,-516644860.0
MPI-M-MPI-ESM-LR_rcp85_r2i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_AL_5,NA,rcp85,CLMcom-ETH,AL,5,489.30463,5.5682716,265.2022,29.638636,3218768400.0,524.0548,6.3954234,266.35284,29.403788,3193857500.0,394.78796,6.57816,268.33743,27.581566,2996267300.0,MPI-ESM-LR_r2,34.750183,7.1019526,0.8271518,14.854732,1.1506348,-0.23484802,-0.7923712,-24910848.0,-94.51666,-19.316526,1.0098882,18.136475,3.1352234,-2.0570698,-6.9405007,-222501120.0
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_IPSL-WRF381P_AL_3,NA,rcp85,IPSL,AL,3,366.97852,5.087606,267.3938,28.86195,35476197000.0,322.74756,5.271132,268.74542,27.60952,33942260000.0,156.75941,5.168616,271.56,22.577929,27750370000.0,CNRM-CM5_r1,-44.230957,-12.052737,0.18352604,3.6073163,1.3516235,-1.25243,-4.3393807,-1533937700.0,-210.2191,-57.283764,0.081009865,1.5922984,4.1661987,-6.2840214,-21.772686,-7725828000.0
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_KNMI-RACMO22E_SC_2,NA,rcp85,KNMI,SC,2,239.83746,1.8443472,260.421,30.197939,23300477000.0,225.2722,1.8713335,261.98743,30.100454,23228846000.0,212.73117,2.2716498,264.82816,29.420021,22699395000.0,CNRM-CM5_r1,-14.565262,-6.072972,0.026986241,1.4631866,1.5664368,-0.09748459,-0.3228187,-71630850.0,-27.106293,-11.301943,0.4273026,23.168228,4.4071655,-0.77791786,-2.5760627,-601081860.0
MOHC-HadGEM2-ES_rcp45_r1i1p1_SMHI-RCA4_EA_4,NA,rcp45,SMHI,EA,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,HadGEM2-ES_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MIROC-MIROC5_rcp26_r1i1p1_CLMcom-CCLM4-8-17_SC_1,NA,rcp26,CLMcom,SC,1,242.75507,3.1387947,264.05304,29.252205,187239320000.0,222.22346,3.3914843,265.78125,28.212254,180562230000.0,227.23134,3.3315597,265.835,28.45652,182131130000.0,MIROC5_r1,-20.5316,-8.457744,0.2526896,8.0505295,1.7282104,-1.0399513,-3.5551212,-6677086000.0,-15.523727,-6.394811,0.192765,6.1413703,1.7819519,-0.7956848,-2.720085,-5108187000.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_KNMI-RACMO22E_EA_3,NA,rcp85,KNMI,EA,3,226.65128,4.177595,268.74518,26.419607,2214730800.0,170.66418,4.067468,269.63403,24.47353,2052445200.0,77.4822,4.4270735,273.11478,16.75098,1406508200.0,MPI-ESM-LR_r1,-55.98709,-24.701864,-0.11012697,-2.6361332,0.888855,-1.9460773,-7.366034,-162285570.0,-149.16907,-65.81435,0.24947834,5.971817,4.3695984,-9.668627,-36.596405,-808222600.0
MOHC-HadGEM2-ES_rcp85_r1i1p1_ICTP-RegCM4-6_SC_3,NA,rcp85,ICTP,SC,3,291.92334,2.3321064,262.42273,30.0,601855900.0,261.02042,2.344756,264.1525,29.909721,600044800.0,232.9749,2.757182,267.35895,28.341667,568586430.0,HadGEM2-ES_r1,-30.902924,-10.585973,0.012649536,0.5424082,1.7297668,-0.090278625,-0.30092874,-1811072.0,-58.94844,-20.193125,0.42507553,18.227108,4.9362183,-1.6583328,-5.5277762,-33269440.0
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_KNMI-RACMO22E_IP_1,NA,rcp26,KNMI,IP,1,1.4301026,3.257416,279.14252,0.8121573,7445084000.0,0.8243044,3.3753204,279.99707,0.4643002,4296809000.0,0.744839,3.553088,279.89926,0.4529745,4174684400.0,MPI-ESM-LR_r1,-0.6057982,-42.36047,0.117904425,3.619569,0.8545532,-0.3478571,-42.83125,-3148275200.0,-0.6852636,-47.917095,0.29567194,9.076886,0.7567444,-0.35918278,-44.225765,-3270399700.0
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_SC_3,NA,rcp85,GERICS,SC,3,283.95062,2.689075,261.0204,29.628983,2446618400.0,274.67313,2.767495,262.28546,29.334558,2422567400.0,226.81525,2.975945,265.11252,27.492624,2270811400.0,IPSL-CM5A-MR_r1,-9.277496,-3.267292,0.078419924,2.9162416,1.2650757,-0.29442406,-0.9937029,-24050944.0,-57.135376,-20.121588,0.28687,10.667981,4.0921326,-2.1363583,-7.2103667,-175806980.0
MOHC-HadGEM2-ES_rcp45_r1i1p1_KNMI-RACMO22E_AL_4,NA,rcp45,KNMI,AL,4,305.69662,3.0601969,264.0698,29.391,10370902000.0,275.33743,3.304015,265.64166,28.577856,10084146000.0,225.45117,3.2843962,267.07904,26.83255,9468662000.0,HadGEM2-ES_r1,-30.359192,-9.93115,0.24381804,7.9673977,1.5718689,-0.8131447,-2.7666452,-286755840.0,-80.24545,-26.250029,0.2241993,7.326303,3.0092468,-2.5584507,-8.704878,-902240260.0
MOHC-HadGEM2-ES_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SC_5,NA,rcp45,CLMcom,SC,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,HadGEM2-ES_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_IPSL-WRF381P_EU_1,NA,rcp85,IPSL,EU,1,42.874706,2.8071818,276.12173,8.434761,289287730000.0,30.997835,2.7791522,277.2025,7.4747367,256281840000.0,21.76737,2.8512294,279.5955,5.463984,187219950000.0,MPI-ESM-LR_r1,-11.876871,-27.701347,-0.02802968,-0.9984989,1.08078,-0.96002436,-11.381761,-33005896000.0,-21.107336,-49.230278,0.044047594,1.5691037,3.473755,-2.970777,-35.220642,-102067780000.0
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_CLMcom-BTU-CCLM4-8-17_AL_3,NA,rcp26,CLMcom,AL,3,229.9797,5.7349024,269.43475,25.077072,30078441000.0,216.62057,6.414098,270.33075,24.17256,28995262000.0,201.15787,6.002041,270.21844,23.898096,28678173000.0,MPI-ESM-LR_r1,-13.359131,-5.8088303,0.6791954,11.84319,0.8959961,-0.9045124,-3.6069298,-1083179000.0,-28.821838,-12.53234,0.26713848,4.6581173,0.7836914,-1.178976,-4.7014103,-1400268800.0
MOHC-HadGEM2-ES_rcp85_r1i1p1_GERICS-REMO2015_EA_2,NA,rcp85,GERICS,EA,2,10.381301,1.5658942,272.4437,6.125702,6150398000.0,5.938666,1.6175305,274.32336,3.882368,3898020000.0,2.3487368,1.545069,277.24588,1.9423449,1950175600.0,HadGEM2-ES_r1,-4.442635,-42.79459,0.05163622,3.2975547,1.8796692,-2.2433338,-36.621662,-2252377900.0,-8.032564,-77.37531,-0.020825267,-1.329928,4.802185,-4.1833572,-68.291885,-4200222200.0
MOHC-HadGEM2-ES_rcp26_r1i1p1_MOHC-HadREM3-GA7-05_SC_1,NA,rcp26,MOHC,SC,1,260.21204,3.3565903,264.02014,28.890085,178689980000.0,187.8406,3.4121542,266.6325,26.927477,166550910000.0,192.10696,3.267743,266.67972,26.891514,166328480000.0,HadGEM2-ES_r1,-72.37143,-27.812485,0.055563927,1.6553682,2.6123657,-1.9626083,-6.793363,-12139069000.0,-68.10507,-26.172915,-0.08884716,-2.646947,2.6595764,-1.9985714,-6.9178457,-12361499000.0
ICHEC-EC-EARTH_rcp45_r3i1p1_DMI-HIRHAM5_IP_0,NA,rcp45,DMI,IP,0,0.022139216,2.5702496,282.54446,0.018662997,160370480.0,0.006144714,2.411549,283.57928,0.004448241,39435944.0,0.0032016349,2.6273339,284.2089,0.0023823082,20626274.0,EC-EARTH_r3,-0.015994502,-72.24512,-0.15870047,-6.1745157,1.0348206,-0.014214756,-76.16546,-120934536.0,-0.01893758,-85.53863,0.057084322,2.2209642,1.6644287,-0.016280688,-87.23512,-139744210.0
NOAA-GFDL-GFDL-ESM2G_rcp26_r1i1p1_GERICS-REMO2015_IP_0,NA,rcp26,GERICS,IP,0,0.020401761,3.7434878,282.93442,0.016555605,145136260.0,0.011845313,3.8916414,283.40378,0.009930816,85535860.0,0.009866983,3.7055128,283.34033,0.00706829,60607588.0,GFDL-ESM2G_r1,-0.008556448,-41.939754,0.14815354,3.957634,0.46936035,-0.00662479,-40.01539,-59600400.0,-0.010534778,-51.63661,-0.037975073,-1.0144303,0.4059143,-0.009487316,-57.305763,-84528670.0
CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_CNRM-ALADIN63_EU_4,NA,rcp45,CNRM,EU,4,699.34705,7.449551,262.80643,29.999802,16946919000.0,644.8744,7.6455035,263.89258,29.688328,16773304000.0,573.58966,7.9129443,265.33722,29.06624,16420129000.0,CNRM-CM5_r1,-54.472656,-7.7890735,0.19595242,2.6303923,1.0861511,-0.31147385,-1.0382531,-173615100.0,-125.757385,-17.982115,0.4633932,6.220418,2.5307922,-0.9335613,-3.1118917,-526790660.0
NCC-NorESM1-M_rcp45_r1i1p1_SMHI-RCA4_IP_3,NA,rcp45,SMHI,IP,3,35.519814,5.475447,273.53616,10.164902,4261027300.0,20.755915,5.4140496,274.7288,7.34817,3085278200.0,11.204651,5.7227507,275.75836,5.2775817,2217990100.0,NorESM1-M_r1,-14.763899,-41.56525,-0.061397552,-1.1213249,1.192627,-2.816732,-27.71037,-1175749100.0,-24.315163,-68.455215,0.24730349,4.5165896,2.2221985,-4.88732,-48.080345,-2043037200.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_DMI-HIRHAM5_EU_0,NA,rcp85,DMI,EU,0,13.408137,2.5414138,276.1433,5.2903223,665572150000.0,7.3983064,2.5474997,277.4226,3.741386,470457450000.0,3.827414,2.832302,279.87595,2.0292754,253743450000.0,MPI-ESM-LR_r1,-6.009831,-44.822266,0.0060858727,0.239468,1.2792969,-1.5489364,-29.278675,-195114700000.0,-9.580723,-71.45454,0.2908883,11.445925,3.7326355,-3.261047,-61.64174,-411828680000.0
ICHEC-EC-EARTH_rcp26_r12i1p1_GERICS-REMO2015_EU_5,NA,rcp26,GERICS,EU,5,232.21999,2.9481106,261.15192,27.203821,4566267000.0,207.0223,3.051284,261.97763,26.25221,4407158000.0,225.58034,3.2042916,262.3398,26.265142,4410304500.0,EC-EARTH_r12,-25.197693,-10.850785,0.103173494,3.499648,0.8257141,-0.95161057,-3.498077,-159109120.0,-6.6396484,-2.8592062,0.256181,8.689667,1.1878967,-0.93867874,-3.45054,-155962370.0
MPI-M-MPI-ESM-LR_rcp26_r2i1p1_MPI-CSC-REMO2009_EA_2,NA,rcp26,MPI-CSC,EA,2,8.51664,1.5107106,272.73834,5.465415,5150952000.0,7.516826,1.6559038,273.60568,4.932863,4643384300.0,6.555316,1.6131508,273.78427,4.5809474,4302504400.0,MPI-ESM-LR_r2,-0.99981356,-11.739531,0.14519322,9.610922,0.8673401,-0.53255177,-9.744032,-507567600.0,-1.9613237,-23.029314,0.10244024,6.780931,1.045929,-0.8844676,-16.182991,-848447500.0
MOHC-HadGEM2-ES_rcp85_r1i1p1_SMHI-RCA4_EA_0,NA,rcp85,SMHI,EA,0,3.8594005,1.663137,275.27658,3.9068172,140148420000.0,2.020816,1.9023657,277.15363,1.9338932,69371740000.0,0.50114477,2.142231,279.80817,0.40884307,14666874000.0,HadGEM2-ES_r1,-1.8385844,-47.63912,0.23922873,14.384187,1.8770447,-1.972924,-50.499523,-70776685000.0,-3.3582559,-87.01496,0.47909403,28.806648,4.5315857,-3.4979742,-89.53514,-125481550000.0
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_DMI-HIRHAM5_IP_3,NA,rcp85,DMI,IP,3,152.0995,6.8145266,273.274,12.483165,6093032400.0,84.977196,6.4289565,274.829,8.984793,4382469000.0,14.575751,6.02939,277.50198,4.1675086,2039769000.0,IPSL-CM5A-MR_r1,-67.12231,-44.130524,-0.38557005,-5.658061,1.5550232,-3.498372,-28.024721,-1710563300.0,-137.52376,-90.41697,-0.7851367,-11.521515,4.227997,-8.315657,-66.614975,-4053263400.0
NCC-NorESM1-M_rcp85_r1i1p1_ICTP-RegCM4-6_AL_4,NA,rcp85,ICTP,AL,4,185.43964,2.183148,265.5155,28.77327,8016738000.0,173.32918,2.3220794,267.0548,27.342453,7617865000.0,127.59003,2.45506,269.21567,24.356813,6786964500.0,NorESM1-M_r1,-12.110458,-6.5306745,0.13893151,6.363816,1.5393066,-1.4308167,-4.9727287,-398872580.0,-57.84961,-31.195925,0.2719121,12.455047,3.7001648,-4.416456,-15.349164,-1229773300.0
MOHC-HadGEM2-ES_rcp45_r1i1p1_DMI-HIRHAM5_EU_4,NA,rcp45,DMI,EU,4,481.27322,7.0567074,266.65714,26.336554,23023286000.0,420.43472,7.6634445,268.2046,24.380777,21315568000.0,288.5198,7.2695947,269.5744,20.603472,18015228000.0,HadGEM2-ES_r1,-60.8385,-12.641156,0.60673714,8.598021,1.5474548,-1.9557762,-7.4260902,-1707718700.0,-192.75342,-40.050724,0.21288729,3.0168076,2.9172668,-5.733082,-21.768534,-5008058400.0
ICHEC-EC-EARTH_rcp85_r12i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_EU_4,NA,rcp85,CLMcom-ETH,EU,4,306.18817,4.3670654,266.81064,28.399912,26625878000.0,257.07407,4.397406,268.17404,26.697514,25034893000.0,163.65213,4.1325297,270.18765,22.763012,21353175000.0,EC-EARTH_r12,-49.114105,-16.040497,0.030340672,0.6947611,1.3634033,-1.7023983,-5.994379,-1590984700.0,-142.53604,-46.55178,-0.2345357,-5.370556,3.3770142,-5.6369,-19.8483,-5272703000.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_DMI-HIRHAM5_AL_5,NA,rcp85,DMI,AL,5,782.17816,8.44797,264.1617,29.835,2944906000.0,686.82153,8.600265,265.15347,29.533333,2915539500.0,577.4772,9.36708,267.73355,28.285555,2791922700.0,MPI-ESM-LR_r1,-95.35663,-12.191165,0.15229416,1.8027307,0.99176025,-0.30166626,-1.0111153,-29366528.0,-204.70099,-26.170635,0.91910934,10.879647,3.5718384,-1.5494442,-5.193378,-152983300.0
NCC-NorESM1-M_rcp85_r1i1p1_ICTP-RegCM4-6_SC_1,NA,rcp85,ICTP,SC,1,183.93326,1.7506807,264.95712,29.033463,169111810000.0,151.53459,1.913605,266.6451,27.583132,160473780000.0,122.063896,2.082916,268.92972,25.214632,146456080000.0,NorESM1-M_r1,-32.398666,-17.61436,0.16292429,9.306339,1.6879883,-1.4503307,-4.9953766,-8638038000.0,-61.86936,-33.636852,0.33223534,18.977495,3.9725952,-3.8188305,-13.153204,-22655730000.0
ICHEC-EC-EARTH_rcp85_r1i1p1_DMI-HIRHAM5_EA_3,NA,rcp85,DMI,EA,3,395.52237,7.899437,268.14838,26.9269,2522684700.0,249.77585,7.8737435,269.2218,23.692104,2221275100.0,86.26172,8.089394,271.9925,15.593275,1464273800.0,EC-EARTH_r1,-145.74652,-36.84912,-0.025693417,-0.32525632,1.0734253,-3.2347965,-12.013252,-301409540.0,-309.26065,-78.19043,0.18995667,2.4046862,3.8441162,-11.333626,-42.090343,-1058410900.0
NCC-NorESM1-M_rcp45_r1i1p1_GERICS-REMO2015_IP_1,NA,rcp45,GERICS,IP,1,0.059689738,2.2357383,281.49747,0.049280606,442620320.0,0.022559067,2.1534963,282.46982,0.017758653,162877260.0,0.010027415,2.32901,283.3261,0.008533112,79531980.0,NorESM1-M_r1,-0.03713067,-62.206116,-0.08224201,-3.6785169,0.9723511,-0.031521954,-63.96422,-279743040.0,-0.04966232,-83.200775,0.09327173,4.171854,1.8286438,-0.040747494,-82.68465,-363088320.0
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_EA_3,NA,rcp85,IPSL,EA,3,459.65445,6.002371,266.73886,29.199966,1727377400.0,327.81516,6.312444,268.71393,27.464272,1624480300.0,66.79037,6.0885315,272.36057,20.168297,1193913900.0,IPSL-CM5A-MR_r1,-131.8393,-28.682262,0.31007338,5.1658483,1.9750671,-1.7356949,-5.9441676,-102897150.0,-392.86407,-85.46944,0.08616066,1.4354438,5.621704,-9.03167,-30.930412,-533463550.0
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_EU_3,NA,rcp45,CLMcom,EU,3,172.26991,5.5990753,270.6094,21.035028,40688560000.0,148.70226,5.9862084,271.35904,19.734776,38186910000.0,119.85533,5.7746906,271.9455,17.990162,34799555000.0,MPI-ESM-LR_r1,-23.567657,-13.680657,0.38713312,6.9142327,0.7496338,-1.3002529,-6.1813703,-2501648400.0,-52.41458,-30.425846,0.17561531,3.1365056,1.3360901,-3.0448666,-14.47522,-5889003500.0
ICHEC-EC-EARTH_rcp85_r12i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_EA_0,NA,rcp85,CLMcom-ETH,EA,0,5.7693343,1.330968,274.64758,5.057768,180320700000.0,3.3320663,1.463551,276.23343,3.0389082,108173620000.0,1.3981559,1.5145129,278.0363,1.3224685,47571845000.0,EC-EARTH_r12,-2.437268,-42.24522,0.13258302,9.961398,1.585846,-2.0188596,-39.91602,-72147075000.0,-4.3711786,-75.76574,0.18354487,13.79033,3.3887024,-3.7352993,-73.85272,-132748850000.0
MIROC-MIROC5_rcp26_r1i1p1_GERICS-REMO2015_IP_5,NA,rcp26,GERICS,IP,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MIROC5_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NCC-NorESM1-M_rcp26_r1i1p1_GERICS-REMO2015_IP_4,NA,rcp26,GERICS,IP,4,27.43365,2.1611955,270.90775,9.254022,999127000.0,14.765034,2.0390217,272.1945,6.6954594,724899600.0,12.803172,2.0919943,272.60568,6.430218,697341400.0,NorESM1-M_r1,-12.668615,-46.17911,-0.122173786,-5.6530647,1.2867432,-2.5585623,-27.648113,-274227400.0,-14.630477,-53.33041,-0.06920123,-3.2019885,1.697937,-2.8238034,-30.514338,-301785600.0
NCC-NorESM1-M_rcp45_r1i1p1_SMHI-RCA4_IP_5,NA,rcp45,SMHI,IP,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NorESM1-M_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ICHEC-EC-EARTH_rcp85_r1i1p1_DMI-HIRHAM5_SC_1,NA,rcp85,DMI,SC,1,287.5403,3.9075837,265.24265,27.299406,170648500000.0,218.29149,4.2163405,267.52997,24.333904,152071900000.0,124.890396,4.369726,269.89624,19.824715,123814400000.0,EC-EARTH_r1,-69.248825,-24.08317,0.30875683,7.901477,2.287323,-2.9655018,-10.86288,-18576605000.0,-162.64992,-56.565952,0.46214247,11.82681,4.653595,-7.4746914,-27.380417,-46834106000.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_AL_2,NA,rcp85,ICTP,AL,2,94.35631,4.2081165,272.44952,18.715965,26477126000.0,53.8132,4.191734,273.6054,13.916026,19739286000.0,13.534466,4.9113536,276.1397,6.0722017,8636485000.0,MPI-ESM-LR_r1,-40.543106,-42.968094,-0.016382694,-0.3893118,1.1558838,-4.799939,-25.646229,-6737840000.0,-80.82184,-85.656,0.70323706,16.711445,3.6901855,-12.643764,-67.55603,-17840640000.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_AL_2,NA,rcp85,CLMcom,AL,2,59.044464,5.369033,272.45007,15.180323,26562478000.0,36.667274,5.550531,273.31555,12.413855,21753653000.0,11.133812,6.1441216,275.72998,6.687647,11725244000.0,MPI-ESM-LR_r1,-22.37719,-37.89888,0.18149805,3.3804607,0.8654785,-2.766468,-18.22404,-4808825000.0,-47.910652,-81.14335,0.7750888,14.436283,3.2799072,-8.492676,-55.945293,-14837234000.0
CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_EU_0,NA,rcp26,KNMI,EU,0,34.27712,2.051859,272.3718,12.470481,1576688000000.0,26.96771,2.182617,273.8145,10.297545,1299526200000.0,25.524559,2.1721766,273.74695,10.458795,1321821500000.0,CNRM-CM5_r1,-7.309408,-21.324453,0.13075805,6.3726625,1.4427185,-2.1729355,-17.424633,-277161840000.0,-8.75256,-25.5347,0.1203177,5.8638387,1.3751526,-2.0116863,-16.131586,-254866490000.0
ICHEC-EC-EARTH_rcp26_r12i1p1_SMHI-RCA4_AL_2,NA,rcp26,SMHI,AL,2,72.321884,4.690862,269.0773,18.714132,32821985000.0,58.978146,4.6638107,270.27692,15.732081,27625978000.0,52.54852,4.8769307,270.5922,15.19097,26694187000.0,EC-EARTH_r12,-13.343739,-18.450485,-0.027051449,-0.57668394,1.1996155,-2.982051,-15.934753,-5196007400.0,-19.773365,-27.340778,0.18606853,3.9666169,1.5148926,-3.523162,-18.82621,-6127798300.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-CCLM4-8-17_IP_1,NA,rcp85,CLMcom,IP,1,0.23842025,3.5292683,279.67447,0.22864972,2104595700.0,0.15395837,3.3842654,280.59494,0.13355267,1245435800.0,0.019281168,3.3461843,282.48352,0.014137631,132084850.0,MPI-ESM-LR_r1,-0.08446188,-35.425632,-0.14500284,-4.108581,0.9204712,-0.09509705,-41.590714,-859159940.0,-0.21913908,-91.91295,-0.18308401,-5.187591,2.8090515,-0.2145121,-93.81691,-1972510800.0
ICHEC-EC-EARTH_rcp45_r12i1p1_KNMI-RACMO22E_EA_4,NA,rcp45,KNMI,EA,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp85_r2i1p1_MPI-CSC-REMO2009_AL_4,NA,rcp85,MPI-CSC,AL,4,180.99681,3.6403377,265.98148,21.680273,17019187000.0,177.162,4.1539984,267.3873,20.193504,15857033000.0,90.92279,4.1629353,270.22763,15.053036,11833259000.0,MPI-ESM-LR_r2,-3.8348083,-2.118716,0.51366067,14.110248,1.4058228,-1.4867687,-6.857703,-1162154000.0,-90.07402,-49.76553,0.52259755,14.355743,4.246155,-6.6272373,-30.568054,-5185928000.0
NCC-NorESM1-M_rcp45_r1i1p1_SMHI-RCA4_EU_0,NA,rcp45,SMHI,EU,0,15.25334,2.5973058,275.64233,6.054869,760752640000.0,10.64462,2.7533317,277.29254,4.4189663,552264000000.0,8.703719,2.9207833,278.1145,3.621242,451510370000.0,NorESM1-M_r1,-4.60872,-30.214497,0.15602589,6.0072207,1.6502075,-1.6359029,-27.017973,-208488630000.0,-6.5496206,-42.938927,0.3234775,12.454349,2.472168,-2.4336271,-40.192894,-309242270000.0
NCC-NorESM1-M_rcp85_r1i1p1_SMHI-RCA4_IP_1,NA,rcp85,SMHI,IP,1,0.14500459,2.9836216,280.1807,0.08419662,776588600.0,0.055522554,3.03305,281.32446,0.026253818,246427490.0,0.019250082,2.4833348,283.00848,0.009317008,86314296.0,NorESM1-M_r1,-0.08948203,-61.709793,0.049428463,1.65666,1.1437683,-0.0579428,-68.81844,-530161120.0,-0.1257545,-86.7245,-0.5002868,-16.76777,2.8277893,-0.07487961,-88.93422,-690274300.0
IPSL-IPSL-CM5A-MR_rcp45_r1i1p1_IPSL-WRF381P_AL_5,NA,rcp45,IPSL,AL,5,991.6368,7.7899914,261.39355,30.20093,894940540.0,861.92633,7.4732976,262.79282,30.136147,893173100.0,822.17303,7.7973437,264.14517,29.925987,886901600.0,IPSL-CM5A-MR_r1,-129.71045,-13.08044,-0.31669378,-4.0653934,1.3992615,-0.0647831,-0.21450695,-1767424.0,-169.46375,-17.089296,0.007352352,0.09438203,2.7516174,-0.2749424,-0.91037726,-8038912.0
